403.gcc-16B,0.8225650683277802,0.6539427302139167
workload,used_ratio,useful_ratio
403.gcc-16B,0.8225650683277802,0.6539427302139167
473.astar-153B,0.9993878844850578,0.6975034431497715
charlie-0,0.9149330786585281,0.6481335381804593
arizona-1,0.9952685598094503,0.6138223338258021
470.lbm-1274B,0.0,0.0
459.GemsFDTD-1418B,0.03672112893608211,0.03280142737618822
619.lbm_s-2676B,0.0,0.0
483.xalancbmk-716B,0.9892647768330161,0.8227431597857299
yankee-1,0.4185478770118447,0.2639200464747309
charlie-4,0.5382182775155087,0.39648682982386974
clip-1,0.9982513054010502,0.6966339491548154
459.GemsFDTD-1211B,0.15114547517902793,0.10414831960607666
yankee-4,0.4217025445634862,0.26627036712830565
410.bwaves-945B,1.0,0.0
619.lbm_s-2677B,0.0,0.0
459.GemsFDTD-765B,0.19172199177030663,0.12524341698238553
MIS-15750M,0.09522779952794748,5.899788961078398e-06
tango-1,0.4489074159703714,0.26198503362234066
654.roms_s-523B,0.12740258362334614,0.11298617292487277
tahoe-4,0.3526609989394333,0.21254980499419548
649.fotonik3d_s-7084B,0.016915047230579416,0.01668096548434071
BFSCC-15500M,0.024903313173508385,0.024896427464796814
clip-3,0.7259893686811664,0.48624638675355225
tahoe-3,0.3617005019958441,0.20476503309745003
433.milc-337B,0.011198763734326092,0.010633658127516958
Components-15750M,0.09522918771358538,3.817510504227199e-06
BellmanFord-22250M,0.0,0.0
merced-0,0.5315719922139077,0.3789083444063687
whisper-3,0.9988479031335027,0.6798467552199945
merced-2,0.3690881664721152,0.2509634296496474
403.gcc-48B,0.9877524967087328,0.8897325762310669
tango-2,0.48013916649445953,0.2901093500643389
434.zeusmp-10B,0.6604836616963091,0.6290471485318482
BFSCC-17000M,0.3304241673811359,0.042181026922364806
482.sphinx3-1395B,0.9968999335106383,0.7356424534574468
yankee-3,0.4334239642156262,0.26706621182945367
arizona-0,0.9499229387171212,0.5724248333177224
llama2.c_15M-1,0.0074669473401590475,0.007213823627764194
tahoe-1,0.2670509168822934,0.15504540945212064
654.roms_s-293B,0.02227265251963291,0.01760742051605703
tango-4,0.5068818335420148,0.27540180877951603
482.sphinx3-1100B,0.997758300420206,0.6976717343865534
tango-0,0.5417535590639829,0.2863691470982557
yankee-0,0.40563101946062696,0.26200218922870094
merced-4,0.4051869661223778,0.2742031785693532
482.sphinx3-234B,0.998486641452618,0.6856674375256201
482.sphinx3-1297B,0.9974503930966875,0.7316261041515711
410.bwaves-2097B,0.02510491953203843,0.02491925123631604
602.gcc_s-1850B,0.09877246666153645,0.09576891384440062
603.bwaves_s-1740B,0.023138958404593193,0.02309918008086563
433.milc-274B,0.05895301688092426,0.04712425134038016
471.omnetpp-188B,0.9311890215673566,0.5821860194314931
602.gcc_s-734B,0.9972452724350148,0.9975689592790088
arizona-2,0.5976287656559575,0.4272317396752942
charlie-1,0.4907217303744001,0.37995602326246114
charlie-2,0.34577609792054215,0.2511847188454107
483.xalancbmk-736B,0.9870644768703812,0.9941920744399948
PageRankDelta-24000M,0.17556290461435772,0.13986790656750495
459.GemsFDTD-1491B,0.002137580092353736,0.002129908923603009
PageRankDelta-6000M,0.0,0.0
charlie-3,0.6249639514264883,0.5959461438009024
tahoe-0,0.33800916173053525,0.19967780180908665
tahoe-2,0.44894651539708263,0.3521588158462115
605.mcf_s-484B,0.11639872643945684,0.07427771397383773
bark.cpp-1,0.999831131339611,0.6420547295286956
654.roms_s-294B,0.01142553806777094,0.007843197017146834
CF-184750M,0.1424577121441973,0.05149041938776397
bfs-14,0.7746960030212928,0.5691741576420314
621.wrf_s-6673B,0.5621988937771022,0.4685553061309274
482.sphinx3-1522B,0.9976582597775258,0.7075812274368231
yankee-2,0.5227169284413862,0.3511693075570093
merced-3,0.3473957793307481,0.2222314386634317
llama2.c_42M-3,0.0022699025655959376,0.00018799849657447616
429.mcf-22B,0.09651225772587589,0.05270235810688819
623.xalancbmk_s-10B,0.989302394118875,1.0139169160114119
llama2.c_42M-2,0.0022433918260193193,0.0003244458626536913
llama2.c_15M-3,0.01093849354418821,0.009782426859345852
llama2.c_110M-2,0.0007193132661379984,0.0001377354953662741
PageRankDelta-17000M,0.32294905873225976,0.042460043844102506
Components-Shortcut-17000M,0.3303337902149768,0.04273758148429575
llama2.c_15M-2,0.011297042412099634,0.010649077171074715
tango-3,0.4954149231077335,0.26946022577551043
CF-154750M,0.016741767745058204,0.009016292437937534
llama2.c_42M-1,0.0017804256912644016,0.0001238398100429447
649.fotonik3d_s-1176B,0.06510064959213027,0.06510999741106058
llama2.c_110M-1,0.0007149171724385494,0.00013635406555466536
403.gcc-17B,0.9962074709027766,0.8495644722647588
410.bwaves-1963B,0.025044228926455758,0.02487004691060374
433.milc-127B,0.11508694341139813,0.10543394970262317
whisper-2,0.9985629684353514,0.6385440622157613
bfs-10,0.7488849581826127,0.5388476093078585
483.xalancbmk-127B,0.9935137662284285,0.5480584968378005
603.bwaves_s-891B,0.016543526736082434,0.008608995250165704
whisper-1,0.9987334550433592,0.6590084436330442
vit.cpp_large-1,0.9999805702223391,1.0986921677872328
605.mcf_s-1644B,0.1597012968223977,0.10632439109457127
482.sphinx3-417B,0.9985255142175608,0.7330110421770296
merced-1,0.3552881797035094,0.25756194006515915
459.GemsFDTD-1320B,0.17743525614199507,0.16243509500423545
459.GemsFDTD-1169B,0.3467782504317589,0.3415911955926625
429.mcf-217B,0.3705381123920034,0.21010684098528556
llama2.c_110M-3,0.0006563973271380399,8.794620151448126e-05
473.astar-359B,0.9999236578799265,0.5590660689844155
450.soplex-92B,0.9995736255289833,0.6101987622300403
Triangle-25000M,0.25734586476070587,0.16825827701306464
620.omnetpp_s-874B,0.978082950164553,0.595521370875552
vit.cpp_base-1,0.9997759273380041,1.0538812465529313
605.mcf_s-472B,0.15546932649301495,0.09228477773387442
Radii-24500M,0.3132467713041188,0.25898985166714783
MIS-21250M,0.313387250491225,0.2640769305581048
bark.cpp-5,0.04367795819948214,0.04236411159712339
607.cactuBSSN_s-2421B,0.26190953521255356,0.27831595768783546
473.astar-42B,0.9991470546618977,0.9219364904732683
605.mcf_s-1536B,0.18467150889686576,0.16658785159062478
bfs-8,0.7833297878023112,0.5696101758927007
bfs-3,0.6029835510334939,0.4192901486497738
450.soplex-247B,0.9988239488356676,0.5898245214784326
bark.cpp-4,0.9999882108428346,1.0185045847107577
sssp-3,0.3186244972097648,0.17033270045260382
Radii-25000M,0.20427559987878455,0.052705059895947426
sssp-5,0.3184841264577179,0.16954987406269822
sssp-14,0.3211452125370435,0.17134794735465878
sssp-10,0.3223993595108125,0.172151980179355
rwkv-3,0.0004576267666085992,0.00029850351102058835
rwkv-2,0.0009852914755050565,0.0006340559500974174
cc-5,0.4383934740826986,0.24117258619687765
cc-14,0.42415003237348803,0.2331490926465822
bark.cpp-2,0.999861795675252,1.0328606966826364
PageRank-51000M,0.2721967415579435,0.2226660408419834
429.mcf-51B,0.2524446768297975,0.1733723928911206
cc-6,0.4021960408874819,0.2243580769021973
bc-5,0.5204649576425797,0.19723196286645975
bc-12,0.4390986506692867,0.15202140085076632
biogpt.cpp-2,0.01058898890847405,0.007916865667357406
stable_diffusion.cpp_v2_1-3,0.36397397922075814,0.3932627380096205
stable_diffusion.cpp_v1_4-2,0.3811929386629553,0.4091995923133179
Components-Shortcut-22000M,0.2991428190240452,0.16505246846707095
429.mcf-184B,0.18120515246948046,0.13759295103158845
biogpt.cpp-1,0.011506467790190895,0.008461809597506224
cc-13,0.4201230059097445,0.2329041957172949
stable_diffusion.cpp_v2_1-2,0.8990915760145621,0.8997265016489956
biogpt.cpp-3,0.011449918573118641,0.008878451926112496
bc-0,0.41692798403101045,0.1530471730247981
605.mcf_s-1554B,0.9373195962633317,0.6920014115666756
bc-3,0.3940387319951871,0.15992608769011515
stable_diffusion.cpp_v1_5-2,0.8334546843506364,0.8820593172251251
rwkv-1,0.0011792203038233741,0.0004881005645124243
429.mcf-192B,0.15803291383480536,0.12371309680617777
stable_diffusion.cpp_v2_1-1,1.0,0.9235120168749283
pr-3,0.3277061449874541,0.20201797524876658
pr-14,0.33107626599873813,0.2041128000584648
stable_diffusion.cpp_v1_4-1,0.9985032691288214,1.0201966296647336
