Trace,Prefetcher,IPC,IPCI,L2C_Coverage,L2C_Accuracy,L2C_Overprediction,L2C_Timeliness,L2C_UsefulPF,LLC_DemandHit,DRAM_Traffic,L1D_average_miss_latency,L2C_average_miss_latency,LLC_average_miss_latency,L1-MPKI,L2-MPKI,MPKI,PCM_useful_prefetches,PCM_late_prefetches,PCM_coverage,PCM_accuracy,PCM_laterate,MT_hitrate,CT_hitrate,CT_accuracy,CT_accuratepf
433.milc-274B,latetpl2d2,0.6702,0.9964317573595005,0.004363697743501109,0.9994863563402889,0,0.9996145692811718,0.5734026088879063 ,0.008523932363438664,1.0112429768927835,135.6,126.3,78.8,37.46997,16.75176,16.632615,0,0,0,0,0,0.00872633,0,0,0,15575
433.milc-274B,latetpl2d3,0.6702,0.9964317573595005,0.004382716856521,0.9992917847025495,0,0.9998067134849559,0.42816543884336283 ,0.008550603365632316,1.0112392961966592,135.6,126.3,78.81,37.468035,16.75144,16.63198,0,0,0,0,0,0.0116121,0,0,0,15532
433.milc-274B,latetpl2d4,0.6702,0.9964317573595005,0.004349730582377128,0.9990326949119752,0,0.9995481538858766,0.3525407522083599 ,0.008532595621842675,1.0112135313237895,135.6,126.3,78.81,37.46754,16.751995,16.632735,0,0,0,0,0,0.014031,0,0,0,15507
433.milc-274B,latetpl2d5,0.6703,0.996580434136188,0.004550322790008785,0.9991630182848313,0,0.9996133771505896,0.3098633748801534 ,0.008540917560113671,1.0111788552918821,135.6,126.3,78.8,37.46252,16.74862,16.62929,0,0,0,0,0,0.0159567,0,0,0,15532
433.milc-274B,latetpl3d1,0.6702,0.9964317573595005,0.004366966653551403,0.9996778350515464,0,0.9999355462455688,0.9913099041533546 ,0.008554023257641487,1.011257893398129,135.6,126.3,78.8,37.468005,16.751705,16.63221,0,0,0,0,0,0.00505788,0,0,0,15520
433.milc-274B,latetpl3d2,0.6702,0.9964317573595005,0.00433754646309876,0.9993519118600129,0,0.999935149156939,0.572091124962897 ,0.008544863439747547,1.0111811799420658,135.6,126.3,78.82,37.472605,16.7522,16.632815,0,0,0,0,0,0.008667,0,0,0,15430
433.milc-274B,latetpl3d3,0.6702,0.9964317573595005,0.004223431784979418,0.9991008926851198,0,0.9998071607636434,0.4240342411602737 ,0.008539546361402839,1.0111895099385575,135.6,126.3,78.81,37.47678,16.75412,16.634775,0,0,0,0,0,0.0117498,0,0,0,15571
433.milc-274B,latetpl3d4,0.6702,0.9964317573595005,0.0043470560196087055,0.9989711272586972,0,0.9998068876729964,0.34863414962627104 ,0.008545781775654284,1.0112096569068165,135.6,126.3,78.81,37.472775,16.75204,16.632635,0,0,0,0,0,0.0142295,0,0,0,15551
433.milc-274B,latetpl3d5,0.6702,0.9964317573595005,0.004466222649623957,0.9990326325293435,0,0.9998708927764508,0.30460176991150445 ,0.00853672669121542,1.0112344531754431,135.6,126.3,78.81,37.465615,16.750035,16.630765,0,0,0,0,0,0.016203,0,0,0,15506
433.milc-337B,latetpl2d1,0.7891,0.997976476539775,0.00786666545414863,0.9997712455678829,0,0.999485184761469,0.9912071704107103 ,0.00408075579678449,1.0071185796204647,136.4,127.7,79.45,47.54401,21.81979,21.71498,0,0,0,0,0,0.0104436,0,0,0,34972
433.milc-337B,latetpl2d2,0.7891,0.997976476539775,0.007861209122985704,0.9996567800245975,0,1.0,0.5618860826648232 ,0.004079624739173051,1.0070432258170063,136.4,127.7,79.43,47.53961,21.81991,21.715405,0,0,0,0,0,0.0182364,0,0,0,34963
433.milc-337B,latetpl2d3,0.7891,0.997976476539775,0.007891900985777163,0.9994853319608852,0,1.0,0.43106063408678924 ,0.004080504261160354,1.007060081273043,136.4,127.7,79.44,47.535875,21.819235,21.714625,0,0,0,0,0,0.0235874,0,0,0,34974
433.milc-337B,latetpl2d4,0.7891,0.997976476539775,0.007815057655232622,0.999599611050735,0,1.0,0.37188517438767477 ,0.00408007286084891,1.0071685263026913,136.4,127.7,79.43,47.55683,21.820925,21.716225,0,0,0,0,0,0.0271839,0,0,0,34966
433.milc-337B,latetpl2d5,0.7891,0.997976476539775,0.007873485868102287,0.9993707813751287,0,1.0,0.34020056469671894 ,0.004080769537706964,1.0069838599093475,136.4,127.7,79.44,47.528765,21.81964,21.714885,0,0,0,0,0,0.0295991,0,0,0,34964
433.milc-337B,latetpl3d1,0.7893,0.998229416972303,0.007854843403295625,0.9997999314050532,0,0.9999428261056001,0.9923120567375886 ,0.004107533261120122,1.0072257852783455,136.4,127.7,79.45,47.5464,21.82005,21.71519,0,0,0,0,0,0.0104414,0,0,0,34988
433.milc-337B,latetpl3d2,0.7891,0.997976476539775,0.007859162998799607,0.9997141468713375,0,1.0,0.5653663977755864 ,0.004107578902284136,1.0070431018798296,136.4,127.7,79.45,47.547755,21.819955,21.714965,0,0,0,0,0,0.0181337,0,0,0,34983
433.milc-337B,latetpl3d3,0.7892,0.9981029467560391,0.007877805463606271,0.9997140651359621,0,1.0,0.43326806781005256 ,0.004107722747739557,1.0070827617763867,136.4,127.7,79.45,47.538255,21.819545,21.71443,0,0,0,0,0,0.0234708,0,0,0,34973
433.milc-337B,latetpl3d4,0.7892,0.9981029467560391,0.007867802189807573,0.9994571583669039,0,1.0,0.37183643533625993 ,0.004108314580863356,1.007126511599776,136.4,127.7,79.44,47.533855,21.819765,21.714745,0,0,0,0,0,0.0272127,0,0,0,35001
433.milc-337B,latetpl3d5,0.7891,0.997976476539775,0.007832336037248554,0.9994856848962798,0,1.0,0.34335522247416 ,0.004107407407407408,1.0070779282264937,136.4,127.7,79.44,47.550395,21.820545,21.715595,0,0,0,0,0,0.0293523,0,0,0,34998
450.soplex-247B,latetpl2d1,0.7658,1.4410989838163344,0.4695837604655969,0.9053462894142521,0,0.9332571998203468,0.36417409294974207 ,0.22328295455528543,1.207597771390261,49.71,123.1,76.81,62.22077,14.19283,10.48598,0,0,0,0,0,0.959271,0,0,0,3226593
450.soplex-247B,latetpl2d2,0.8073,1.5191945803537825,0.5429160947174125,0.8905861368173813,0,0.972814384700948,0.2181905107855727 ,0.22521334057242706,1.22302079881634,46.2,128.2,76.03,61.31659,12.23061,9.34531,0,0,0,0,0,0.977482,0,0,0,3741089
450.soplex-247B,latetpl2d3,0.8223,1.5474219044034627,0.5685285210989947,0.8843248768400547,0,0.9847100817978691,0.1585086146692761 ,0.2232381847614353,1.2312090130772846,44.95,130.3,75.64,61.034515,11.545275,8.96755,0,0,0,0,0,0.984001,0,0,0,3948524
450.soplex-247B,latetpl2d4,0.8278,1.5577719232216787,0.5780528075623246,0.8795519073781553,0,0.9894514773868386,0.1269780104712042 ,0.22136144443956327,1.2367298311589232,44.5,131.2,75.52,60.95817,11.290425,8.836955,0,0,0,0,0,0.987321,0,0,0,4040861
450.soplex-247B,latetpl2d5,0.8305,1.562852841550621,0.5811903844508035,0.8755718287297316,0,0.9913761593416797,0.10824710144445897 ,0.22038486209108402,1.2415663458352277,44.37,131.5,75.44,60.9394,11.20647,8.80311,0,0,0,0,0,0.989488,0,0,0,4090167
450.soplex-247B,latetpl3d1,0.7714,1.4516371847948815,0.48874930814850637,0.9097715810565794,0,0.9603233182671373,0.3796326641037545 ,0.22160957149744867,1.2049699846648223,49.06,125.1,77.01,61.92174,13.68,10.40117,0,0,0,0,0,0.959388,0,0,0,3252401
450.soplex-247B,latetpl3d2,0.809,1.522393677079413,0.5505153429397139,0.8968699794252047,0,0.983519288593946,0.22130002031473223 ,0.2248054616918792,1.2177832576849277,45.85,129,76.11,61.162075,12.02727,9.32462,0,0,0,0,0,0.977099,0,0,0,3725918
450.soplex-247B,latetpl3d3,0.8218,1.5464809936018065,0.57006358119898,0.8881180957390847,0,0.9903382723850733,0.1588967318973422 ,0.22237558144556185,1.2278808942180985,44.78,130.1,75.48,61.02231,11.5042,9.01017,0,0,0,0,0,0.983627,0,0,0,3923664
450.soplex-247B,latetpl3d4,0.8281,1.558336469702672,0.5796938176412134,0.8824110553725666,0,0.9928110486102245,0.1267236308858475 ,0.2235952632891429,1.2305425878690268,44.39,131.2,75.65,60.96677,11.246515,8.83241,0,0,0,0,0,0.987189,0,0,0,4012384
450.soplex-247B,latetpl3d5,0.8295,1.560971019947309,0.581967537823395,0.8778063526661768,0,0.9940835084011485,0.10786030100427206 ,0.22235877978732718,1.2346904837131165,44.24,131.2,75.5,60.94607,11.185675,8.804305,0,0,0,0,0,0.989189,0,0,0,4055620
450.soplex-92B,latetpl2d1,0.872,1.3525670854661083,0.4659024637417899,0.9215395320931811,0,0.9280074415776434,0.37218643289399644 ,0.26643046944198406,1.3766937176727347,47.36,110.9,76.04,48.2905,11.173,7.706035,0,0,0,0,0,0.953562,0,0,0,2398469
450.soplex-92B,latetpl2d2,0.909,1.4099581200558398,0.5335174526994082,0.9023463279139547,0,0.9711134569017847,0.21906578814947697 ,0.25985450404185007,1.3881304305891988,44.44,115.3,75.74,47.575395,9.758535,7.006535,0,0,0,0,0,0.975073,0,0,0,2727496
450.soplex-92B,latetpl2d3,0.9214,1.4291918721886148,0.5575212482193562,0.8922928122569135,0,0.9823515758344952,0.1580439439875284 ,0.2501990991126363,1.398714256642696,43.48,117.4,75.54,47.35089,9.25639,6.77643,0,0,0,0,0,0.982522,0,0,0,2868063
450.soplex-92B,latetpl2d4,0.9255,1.4355514192647743,0.5656880694474985,0.8850929855361895,0,0.988083660586034,0.1254607940797614 ,0.24513197826868136,1.4057413576403563,43.14,118.1,75.36,47.312705,9.085545,6.729545,0,0,0,0,0,0.986368,0,0,0,2932284
450.soplex-92B,latetpl2d5,0.9274,1.438498526446409,0.5688059886994847,0.8794752865420028,0,0.9910449373800782,0.10558299497012551 ,0.24375519054536926,1.4113038059760656,42.97,118.3,75.22,47.30753,9.02032,6.706325,0,0,0,0,0,0.988803,0,0,0,2967715
450.soplex-92B,latetpl3d1,0.8758,1.358461299829378,0.4828804841439047,0.924306065513749,0,0.955892370189357,0.3857806941713501 ,0.2680100429052665,1.3741815139171039,46.8,112.5,76.33,48.19932,10.81783,7.66301,0,0,0,0,0,0.953526,0,0,0,2406243
450.soplex-92B,latetpl3d2,0.909,1.4099581200558398,0.53985821773091,0.9070773881945212,0,0.9822234668934172,0.22135729255977898 ,0.2601824108524579,1.387172763368585,44.25,116.1,75.82,47.58828,9.62589,7.018355,0,0,0,0,0,0.974937,0,0,0,2712300
450.soplex-92B,latetpl3d3,0.9198,1.4267100977198695,0.5581159115462202,0.8941772794358258,0,0.9895338256017578,0.1578978399854432 ,0.25385511562221175,1.398278218865211,43.52,117.7,75.72,47.457335,9.24395,6.82732,0,0,0,0,0,0.982619,0,0,0,2845079
450.soplex-92B,latetpl3d4,0.9248,1.434465642934698,0.5666278669560313,0.8854653583334849,0,0.9920587759886411,0.12500743032988124 ,0.25308381303758365,1.3974748186289883,43.17,118.5,75.96,47.432,9.065885,6.71249,0,0,0,0,0,0.986385,0,0,0,2913529
450.soplex-92B,latetpl3d5,0.9258,1.4360167519776639,0.567951040660822,0.8785482355443761,0,0.9934105387427241,0.10502152096718424 ,0.2509076264240346,1.4097421999229423,43.01,118.2,75.44,47.44412,9.038205,6.71693,0,0,0,0,0,0.988806,0,0,0,2952242
459.GemsFDTD-1169B,latetpl2d1,0.8068,1.0427814398345612,0.1325012529325886,0.9294730924515766,0,1.0,0.025786441630208715 ,0.0010016002578832849,1.0299834917146005,29.87,121.3,96.2,34.390595,4.777385,4.77257,0,0,0,0,0,0.829505,0,0,0,156536
459.GemsFDTD-1169B,latetpl2d2,0.8069,1.0429106888975053,0.13282356530139383,0.8728359711023518,0,1.0,0.013035290454928112 ,0.0011150478057115575,1.0375592434435712,29.86,121.3,96.23,34.38933,4.77561,4.770255,0,0,0,0,0,0.89934,0,0,0,166934
459.GemsFDTD-1169B,latetpl2d3,0.8074,1.0435569342122268,0.13481191484416424,0.8263649228394199,0,1.0,0.008850080746354015 ,0.00098433666412712,1.0450400667431754,29.83,121.4,96.27,34.38961,4.76466,4.75994,0,0,0,0,0,0.929307,0,0,0,178783
459.GemsFDTD-1169B,latetpl2d4,0.8065,1.0423936926457282,0.13251577968723896,0.7831885120420881,0,1.0,0.006546529952535022 ,0.0010696474454579231,1.0519026975881234,29.88,121.4,96.32,34.391385,4.777305,4.772165,0,0,0,0,0,0.945714,0,0,0,185516
459.GemsFDTD-1169B,latetpl2d5,0.8066,1.0425229417086725,0.13263108580227634,0.7505684872038698,0,1.0,0.005244283167314198 ,0.0010509479466738125,1.0581479077542635,29.89,121.4,96.31,34.3889,4.77667,4.77162,0,0,0,0,0,0.955985,0,0,0,193496
459.GemsFDTD-1169B,latetpl3d1,0.8064,1.042264443582784,0.13158243570095224,0.9294141081824374,0,1.0,0.025641825669764855 ,0.0012065034088426035,1.0294008009489757,29.88,121.3,96.2,34.38644,4.782445,4.776645,0,0,0,0,0,0.829287,0,0,0,155626
459.GemsFDTD-1169B,latetpl3d2,0.807,1.0430399379604498,0.13337104236727995,0.874829418947066,0,1.0,0.013077008003329666 ,0.001074893689242577,1.03653972754769,29.85,121.3,96.21,34.38394,4.772595,4.767435,0,0,0,0,0,0.899297,0,0,0,167076
459.GemsFDTD-1169B,latetpl3d3,0.8066,1.0425229417086725,0.1325875055383252,0.8258368854788292,0,1.0,0.008707085891046556 ,0.0011105575187151447,1.0435127223389749,29.87,121.3,96.24,34.382875,4.77691,4.771575,0,0,0,0,0,0.92923,0,0,0,175950
459.GemsFDTD-1169B,latetpl3d4,0.8061,1.0418766963939512,0.13135727100387137,0.7857540618448637,0,1.0,0.006485046903436852 ,0.001185286146262638,1.049683842023658,29.9,121.3,96.3,34.384295,4.783685,4.777985,0,0,0,0,0,0.945652,0,0,0,183168
459.GemsFDTD-1169B,latetpl3d5,0.8065,1.0423936926457282,0.1333855691219303,0.7558505570972953,0,1.0,0.005270195342850957 ,0.001104246529847658,1.0553162621660814,29.87,121.4,96.34,34.3856,4.772515,4.767215,0,0,0,0,0,0.955943,0,0,0,193144
459.GemsFDTD-1320B,latetpl2d1,0.6801,1.008751112429546,0.21131770402591304,0.9935733607070993,0,1.0,0.2798948021888443 ,0.004078162629186808,1.0062233329970924,76.77,129.4,79.7,35.843565,13.15067,13.09704,0,0,0,0,0,0.570812,0,0,0,710169
459.GemsFDTD-1320B,latetpl2d2,0.6804,1.0091960842479977,0.21152071190093935,0.987973674104928,0,1.0,0.14008024036340658 ,0.00402292665061502,1.0068349817987474,76.77,129.4,79.71,35.850185,13.147285,13.094395,0,0,0,0,0,0.725801,0,0,0,713518
459.GemsFDTD-1320B,latetpl2d3,0.6828,1.0127558587956096,0.21131170674747798,0.9824568000267389,0,1.0,0.09356772382454932 ,0.004080032667636456,1.007973776746639,76.57,129,79.41,35.851655,13.15077,13.097115,0,0,0,0,0,0.798527,0,0,0,718056
459.GemsFDTD-1320B,latetpl2d4,0.6837,1.014090774250964,0.21135968497495836,0.9774992623049611,0,1.0,0.07023449988199705 ,0.004071915758606766,1.0087699156389196,76.51,128.9,79.34,35.858335,13.14997,13.096425,0,0,0,0,0,0.840785,0,0,0,721843
459.GemsFDTD-1320B,latetpl2d5,0.6837,1.014090774250964,0.21142265639852634,0.9731764465756183,0,1.0,0.05630077995910875 ,0.004062734337330155,1.009392182575287,76.53,129,79.37,35.861675,13.14892,13.0955,0,0,0,0,0,0.868348,0,0,0,725109
459.GemsFDTD-1320B,latetpl3d1,0.6803,1.0090477603085137,0.21142205667068284,0.9937615273065172,0,1.0,0.27996408026885855 ,0.004052844406215325,1.0061952391823328,76.75,129.4,79.69,35.841445,13.14893,13.09564,0,0,0,0,0,0.570845,0,0,0,710270
459.GemsFDTD-1320B,latetpl3d2,0.6805,1.0093444081874814,0.21154949883742757,0.9883608188199688,0,1.0,0.1401874656563037 ,0.004033342296316214,1.006882099771533,76.76,129.4,79.71,35.85024,13.146805,13.09378,0,0,0,0,0,0.72575,0,0,0,713710
459.GemsFDTD-1320B,latetpl3d3,0.6829,1.0129041827350933,0.21159927624843847,0.9832979363858323,0,1.0,0.09357085994388063 ,0.004024088237833504,1.0076570023943894,76.58,129.1,79.45,35.85048,13.145975,13.093075,0,0,0,0,0,0.798506,0,0,0,717576
459.GemsFDTD-1320B,latetpl3d4,0.6837,1.014090774250964,0.21137317885143722,0.9784430373424641,0,1.0,0.0703184325724751 ,0.004041946507138427,1.0085378651532286,76.52,128.9,79.35,35.857095,13.149745,13.096595,0,0,0,0,0,0.840681,0,0,0,720788
459.GemsFDTD-1320B,latetpl3d5,0.6837,1.014090774250964,0.2114235559902916,0.9741388239420962,0,1.0,0.05634750730314967 ,0.004041444196470163,1.00922317726445,76.54,129,79.38,35.8598,13.148905,13.095765,0,0,0,0,0,0.868251,0,0,0,724097
459.GemsFDTD-1418B,latetpl2d1,1.022,1.027858795132254,0.1726278453203897,0.9996800731261426,0,1.0,0.8518669319718739 ,1.998413433508875e-05,1.0008618343673954,111,126.9,68.9,7.58484,5.754605,5.754485,0,0,0,0,0,0.192141,0,0,0,240680
459.GemsFDTD-1418B,latetpl2d2,1.021,1.026853062455999,0.17240930631117654,0.9994336919950698,0,1.0,0.4255037007490139 ,4.69068820213739e-05,1.000563738886903,111.1,126.9,68.95,7.58622,5.756125,5.75584,0,0,0,0,0,0.321938,0,0,0,240152
459.GemsFDTD-1418B,latetpl2d3,1.022,1.027858795132254,0.172587588134482,0.9992541697742926,0,1.0,0.2834902749768902 ,3.822865776576085e-05,1.0002786242360433,111,126.9,68.92,7.58496,5.754885,5.75466,0,0,0,0,0,0.415991,0,0,0,240001
459.GemsFDTD-1418B,latetpl2d4,1.021,1.026853062455999,0.1724466879838051,0.9990267985431216,0,1.0,0.21249661287241745 ,3.5616093262043236e-05,1.0000890114031953,111.1,126.9,68.94,7.585455,5.755865,5.75565,0,0,0,0,0,0.486689,0,0,0,239416
459.GemsFDTD-1418B,latetpl2d5,1.022,1.027858795132254,0.17254948758353367,0.9988309680338894,0,1.0,0.16967502087305977 ,3.8226897487624044e-05,0.999700977317391,111,126.9,68.93,7.58518,5.75515,5.754925,0,0,0,0,0,0.542423,0,0,0,238659
459.GemsFDTD-1418B,latetpl3d1,1.021,1.026853062455999,0.17255092534017322,0.999629421439427,0,1.0,0.850416572205849 ,4.170214244756824e-05,1.0004751910847662,111.1,127,68.96,7.586225,5.75514,5.754895,0,0,0,0,0,0.192061,0,0,0,240165
459.GemsFDTD-1418B,latetpl3d2,1.022,1.027858795132254,0.17258615037784245,0.9993250337483126,0,1.0,0.42491939198526024 ,4.344158106503118e-05,1.0003059766984836,111,126.9,68.94,7.585555,5.754895,5.75464,0,0,0,0,0,0.322025,0,0,0,240012
459.GemsFDTD-1418B,latetpl3d3,1.022,1.027858795132254,0.17244237471388643,0.9989986565308455,0,1.0,0.2832117789832016 ,3.995924157359493e-05,1.000237363741854,111,126.9,68.9,7.585515,5.755895,5.75566,0,0,0,0,0,0.415617,0,0,0,239678
459.GemsFDTD-1418B,latetpl3d4,1.022,1.027858795132254,0.1726091544840754,0.9987886408886094,0,1.0,0.21157112554815946 ,3.822965422146613e-05,0.9996481267967439,111,126.9,68.92,7.5861,5.754735,5.75451,0,0,0,0,0,0.486697,0,0,0,238575
459.GemsFDTD-1418B,latetpl3d5,1.022,1.027858795132254,0.17256530290656882,0.9985401766050717,0,1.0,0.16961076105629702 ,3.909643788010426e-05,0.9995929582708052,111,126.9,68.92,7.585555,5.75504,5.75481,0,0,0,0,0,0.54205,0,0,0,238385
459.GemsFDTD-1491B,latetpl2d1,0.81,1.2421407759546081,0.23683183420900122,1.0,0,1.0,0.9341112441386449 ,0.0,1.0001554585417631,113.3,137.3,80.97,40.30346,18.389945,18.389945,0,0,0,0,0,0.247309,0,0,0,1140675
459.GemsFDTD-1491B,latetpl2d2,0.8104,1.2427541788069314,0.23684428397161536,1.0,0,1.0,0.4670562299414222 ,0.0,1.0001291524596485,113.3,137.2,80.93,40.27028,18.389645,18.389645,0,0,0,0,0,0.396547,0,0,0,1140655
459.GemsFDTD-1491B,latetpl2d3,0.8108,1.2433675816592547,0.23684594393996392,1.0,0,1.0,0.31110146269133565 ,0.0,1.0000264547040476,113.2,137.2,80.88,40.279965,18.389605,18.389605,0,0,0,0,0,0.496329,0,0,0,1139280
459.GemsFDTD-1491B,latetpl2d4,0.8111,1.2438276337984973,0.23683619162591618,1.0,0,1.0,0.2333201914054248 ,0.0,1.0000077283405082,113.2,137.1,80.87,40.234145,18.38984,18.38984,0,0,0,0,0,0.567911,0,0,0,1139799
459.GemsFDTD-1491B,latetpl2d5,0.8113,1.2441343352246588,0.23683432416152406,1.0,0,1.0,0.18704278403275332 ,0.0,1.0003296434470659,113.2,137.1,80.84,40.212595,18.389885,18.389885,0,0,0,0,0,0.621648,0,0,0,1142130
459.GemsFDTD-1491B,latetpl3d1,0.81,1.2421407759546081,0.23684034154678757,1.0,0,1.0,0.9333455597001483 ,0.0,1.0000014862193285,113.3,137.3,80.97,40.29052,18.38974,18.38974,0,0,0,0,0,0.24735,0,0,0,1139992
459.GemsFDTD-1491B,latetpl3d2,0.8104,1.2427541788069314,0.23684179401909253,1.0,0,1.0,0.46721548450926625 ,0.0,1.0002245677405395,113.3,137.2,80.92,40.282305,18.389705,18.389705,0,0,0,0,0,0.396541,0,0,0,1140929
459.GemsFDTD-1491B,latetpl3d3,0.8108,1.2433675816592547,0.23684594393996392,1.0,0,1.0,0.31141682966438305 ,0.0,1.0001732931737055,113.2,137.2,80.89,40.26334,18.389605,18.389605,0,0,0,0,0,0.496342,0,0,0,1140604
459.GemsFDTD-1491B,latetpl3d4,0.8111,1.2438276337984973,0.23683245669713193,1.0,0,1.0,0.23363549801909106 ,0.0,1.0002082193279256,113.2,137.2,80.89,40.2502,18.38993,18.38993,0,0,0,0,0,0.567943,0,0,0,1141458
459.GemsFDTD-1491B,latetpl3d5,0.8113,1.2441343352246588,0.23684822639644318,1.0,0,1.0,0.1866551689969102 ,0.0,1.0000203612048006,113.2,137.1,80.83,40.216175,18.38955,18.38955,0,0,0,0,0,0.621611,0,0,0,1139639
471.omnetpp-188B,latetpl2d1,0.5622,1.234790248188008,0.5198748284491131,0.854541598906472,0,0.9985542638415802,0.5176278794870618 ,0.119251918422606,1.1901098838346136,63.52,117.1,74.85,31.48011,8.6166,7.485125,0,0,0,0,0,0.807511,0,0,0,2221068
471.omnetpp-188B,latetpl2d2,0.5688,1.2492861849330112,0.5435456468840564,0.797004183210975,0,0.9997142285599977,0.2845441421134623 ,0.11619931912816785,1.2246989827233696,62.4,117.6,74.56,31.444425,8.19179,7.14547,0,0,0,0,0,0.859418,0,0,0,2502623
471.omnetpp-188B,latetpl2d3,0.5699,1.2517021743905117,0.5504968358856316,0.7619135432225673,0,0.9997205044721749,0.20000100587857134 ,0.11438486520463752,1.2489341545691004,62.13,117.7,74.46,31.42526,8.06704,7.047155,0,0,0,0,0,0.884685,0,0,0,2662579
471.omnetpp-188B,latetpl2d4,0.5684,1.248407643312102,0.5506862871289612,0.7367892517222272,0,0.9997481639826292,0.15629971700740075 ,0.11379838020643267,1.2661652977544142,62.32,117.8,74.59,31.429745,8.06364,7.050275,0,0,0,0,0,0.899378,0,0,0,2759363
471.omnetpp-188B,latetpl2d5,0.568,1.2475291016911925,0.5526660526217545,0.7173089409305982,0,0.9997344649787181,0.12981541806249638 ,0.11339248332964774,1.282250796171916,62.33,117.9,74.61,31.417085,8.02811,7.020905,0,0,0,0,0,0.911771,0,0,0,2850833
471.omnetpp-188B,latetpl3d1,0.5628,1.2361080606193717,0.5230286344410102,0.8529240441875633,0,0.9994999795589128,0.520470073969673 ,0.11787571845349902,1.1907276025758695,63.34,117.2,74.83,31.488575,8.56,7.444165,0,0,0,0,0,0.807915,0,0,0,2236919
471.omnetpp-188B,latetpl3d2,0.5685,1.2486272787173294,0.5430976504145361,0.7931423236653227,0,0.9998208803355207,0.2847377841931638 ,0.11539992007258644,1.2268041886726098,62.45,117.6,74.6,31.456845,8.19983,7.154145,0,0,0,0,0,0.858146,0,0,0,2512892
471.omnetpp-188B,latetpl3d3,0.5693,1.250384361959148,0.5506759787524859,0.7566420106755593,0,0.999819075817585,0.2003126411151808 ,0.11439179462467253,1.2521109656792946,62.17,117.7,74.52,31.441455,8.063825,7.041705,0,0,0,0,0,0.883567,0,0,0,2680890
471.omnetpp-188B,latetpl3d4,0.5684,1.248407643312102,0.5519687048834401,0.7297090105701166,0,0.9998372428547407,0.15646372377183138 ,0.11351059309809435,1.272271596181683,62.26,117.8,74.55,31.435185,8.040625,7.03088,0,0,0,0,0,0.899729,0,0,0,2795428
471.omnetpp-188B,latetpl3d5,0.5673,1.2459916538546014,0.5520943556345307,0.7095474685465061,0,0.9998386927267529,0.13011489865858797 ,0.11252291895856252,1.2890965060985202,62.43,118,74.63,31.445905,8.03837,7.035625,0,0,0,0,0,0.910864,0,0,0,2883225
473.astar-153B,latetpl2d1,2.246,0.990299823633157,0.14724946715894516,0.8634044104246401,0,0.9990765171503958,0.08458088179450408 ,0.2825185972369819,2.0056656984598757,34.86,86.47,58.87,3.777455,0.87421,0.60014,0,0,0,0,0,0.897894,0,0,0,43896
473.astar-153B,latetpl2d2,2.256,0.9947089947089947,0.1852287192793355,0.8592522029054537,0,0.9995096367047587,0.05237843055760387 ,0.26609118822779676,2.0121926506349634,33.93,87.13,58.25,3.75797,0.835275,0.57956,0,0,0,0,0,0.946116,0,0,0,54587
473.astar-153B,latetpl2d3,2.26,0.9964726631393298,0.2021820877614823,0.8541437224669604,0,0.9997179466516238,0.03960903419952985 ,0.2558327016327955,2.0058514590651177,33.56,87.57,58.07,3.75005,0.817895,0.571715,0,0,0,0,0,0.959816,0,0,0,58112
473.astar-153B,latetpl2d4,2.261,0.9969135802469137,0.21112211205025533,0.8521835379351982,0,0.9997048057621916,0.031703484206610934 ,0.24999388019877114,2.0016465144555524,33.4,87.95,58.03,3.74665,0.80873,0.568705,0,0,0,0,0,0.968837,0,0,0,59628
473.astar-153B,latetpl2d5,2.262,0.9973544973544974,0.21772104978223017,0.8510588898655036,0,0.9996882185587903,0.026423395485123385 ,0.24852473618447912,1.9912861388813834,33.24,88.06,57.97,3.74461,0.801965,0.56516,0,0,0,0,0,0.97429,0,0,0,60299
473.astar-153B,latetpl3d1,2.244,0.9894179894179896,0.14407924577994763,0.8625627162134298,0,0.9994156706507304,0.08403477701572469 ,0.2822883285545623,2.0067549310997026,34.96,86.52,58.96,3.781215,0.87746,0.602765,0,0,0,0,0,0.897875,0,0,0,43649
473.astar-153B,latetpl3d2,2.254,0.9938271604938272,0.183307077397297,0.8580920214827529,0,0.999806426635695,0.05192201366045449 ,0.26180129222137916,2.0166762361523913,34.08,87.46,58.37,3.76101,0.837245,0.583925,0,0,0,0,0,0.946086,0,0,0,54183
473.astar-153B,latetpl3d3,2.257,0.9951499118165786,0.20018728692454385,0.8545906478173062,0,0.9998788099133491,0.03919306760196508 ,0.25368250719843893,2.009617333153202,33.7,87.92,58.24,3.755555,0.81994,0.57569,0,0,0,0,0,0.962495,0,0,0,57933
473.astar-153B,latetpl3d4,2.259,0.996031746031746,0.21083435349431556,0.853794998073605,0,0.999843041848967,0.03147928745535477 ,0.24865087738446054,2.0010047960010806,33.46,88.14,58.11,3.750165,0.809025,0.57068,0,0,0,0,0,0.970825,0,0,0,59697
473.astar-153B,latetpl3d5,2.26,0.9964726631393298,0.219223246989509,0.8553932880596031,0,0.9999229212833606,0.026369213710507287 ,0.24534367254791292,1.9926877870845718,33.27,88.38,58.03,3.74774,0.800425,0.56709,0,0,0,0,0,0.975917,0,0,0,60668
