Trace,Prefetcher,IPC,IPCI,L2C_Coverage,L2C_Accuracy,L2C_Overprediction,L2C_Timeliness,L2C_UsefulPF,LLC_DemandHit,DRAM_Traffic,L1D_average_miss_latency,L2C_average_miss_latency,LLC_average_miss_latency,L1-MPKI,L2-MPKI,MPKI,PCM_useful_prefetches,PCM_late_prefetches,PCM_accuracy,PCM_laterate,MT_lookups,MT_hitrate,MT_accuracy,MT_accuratepf,MT_acc_find_rate,CT_hitrate,CT_accuracy,CT_useful_prefetches,Unmod_PC,Insert_PC,Init_L3Hit_rate,Init_UPF_rate,Init_NormUPF_rate,L2C_PF_Issue,L2C_PF_Fill
620.omnetpp_s-874B,baseline.4way,0.5869,1.0,0.0,0.5985640956822222,0,0.9464092877614239,0.12394584688262339 ,0.13638415870476997,1.0,61.92,108.6,78.7,21.703005,8.301765,7.08344,0,0,0,0,4237410,0.594713,0.628183,1583047,0.37358834759912307,0,0,0,0,0,0,0,0,2043465,447105
620.omnetpp_s-874B,baseline.5way,0.5909,1.006815471119441,0.05048625201990179,0.6338162058620141,0,0.9547119171597966,0.15617118357284074 ,0.13046272446585516,1.0208074806886758,60.73,109.7,78.36,21.648715,7.88264,6.755235,0,0,0,0,4237531,0.62511,0.631748,1673453,0.3949122732081488,0,0,0,0,0,0,0,0,2168409,559637
620.omnetpp_s-874B,baseline.6way,0.6018,1.0253876299199183,0.14103145535919168,0.686439644579516,0,0.9615944716653327,0.20732460284558063 ,0.1297827892079978,1.0454454195397431,58.06,110.7,77.46,21.52524,7.130955,6.09567,0,0,0,0,4237569,0.674831,0.641776,1835250,0.43309029304301594,0,0,0,0,0,0,0,0,2375965,746271
620.omnetpp_s-874B,baseline.7way,0.6171,1.0514568069517805,0.24487322876520837,0.7278811374651836,0,0.9601825374781794,0.25564616461592515 ,0.13174633565213692,1.0691471551928247,54.78,111.5,76.25,21.34865,6.268885,5.30203,0,0,0,0,4237580,0.730419,0.653744,2023472,0.47750650135218686,0,0,0,0,0,0,0,0,2609869,954649
620.omnetpp_s-874B,baseline.8way,0.6307,1.0746294087578805,0.33088807018748423,0.7535514657207891,0,0.9537370225959506,0.2890297340929863 ,0.13419012388318807,1.0918006659858481,52.13,112.4,75.09,21.198745,5.55481,4.62622,0,0,0,0,4237696,0.777775,0.662589,2183874,0.5153446589845048,0,0,0,0,0,0,0,0,2809704,1129956
621.wrf_s-6673B,no,1.244,0.8917562724014336,-0.3328924686334131,0,0,0,0.0 ,0.20353520043965115,0.8973643747177529,83.34,121,86.27,21.5679,9.25148,7.427835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621.wrf_s-6673B,baseline.1way,1.274,0.9132616487455197,-0.24304611574427254,0.9277953813784887,0,0.7820035737119063,0.13616706676904722 ,0.1703487266377358,0.94256109157836,81.02,125.5,84.99,21.371015,8.627865,7.01051,0,0,0,0,3155516,0.402598,0.914275,1161501,0.3680859168516338,0,0,0,0,0,0,0,0,1050981,197245
621.wrf_s-6673B,baseline.2way,1.335,0.9569892473118279,-0.11643294354266483,0.9344755999289782,0,0.8050360886394473,0.2412009505542467 ,0.14961970735920238,0.9650699154247794,75.59,128.7,83.64,20.9226,7.749055,6.236765,0,0,0,0,3155569,0.549996,0.899415,1560981,0.49467496987072695,0,0,0,0,0,0,0,0,1370148,439302
621.wrf_s-6673B,baseline.3way,1.374,0.9849462365591398,-0.04251895105897574,0.9314845479423403,0,0.7988873544634938,0.27163873887172385 ,0.13610484968039957,0.9710511667123719,72.16,130.4,82.87,20.67783,7.236025,5.75884,0,0,0,0,3155676,0.630635,0.889498,1770172,0.5609485891454002,0,0,0,0,0,0,0,0,1571672,573710
621.wrf_s-6673B,baseline.4way,1.395,1.0,0.0,0.9330095899970503,0,0.7778211298861725,0.2912600278574052 ,0.11792031520573203,1.0,70.63,132.4,81.91,20.62661,6.940905,5.435075,0,0,0,0,3156893,0.69114,0.883106,1926808,0.610349479694117,0,0,0,0,0,0,0,0,1731676,694995
621.wrf_s-6673B,baseline.5way,1.419,1.017204301075269,0.03388102848259701,0.9335123385756298,0,0.7640159989153278,0.29817261755634844 ,0.10411939215468559,1.0116432478303639,69.19,133.6,81.32,20.558375,6.70574,5.174685,0,0,0,0,3157912,0.737427,0.87836,2045463,0.6477264090956303,0,0,0,0,0,0,0,0,1852048,774279
621.wrf_s-6673B,baseline.6way,1.441,1.0329749103942654,0.05837063034287315,0.9344620711087803,0,0.7518788201593993,0.2994473285823528 ,0.09534696302771811,1.0184284344102041,68.01,134.2,80.73,20.49759,6.53576,4.98648,0,0,0,0,3158051,0.76741,0.876562,2124364,0.672681980120017,0,0,0,0,0,0,0,0,1932794,823752
621.wrf_s-6673B,baseline.7way,1.454,1.0422939068100359,0.0686099291086681,0.9346185247125648,0,0.7402940166345623,0.2998048238198594 ,0.0870400635671654,1.0288502599743232,67.58,134.6,80.31,20.49332,6.46469,4.88471,0,0,0,0,3158522,0.786614,0.874919,2173769,0.6882234792095797,0,0,0,0,0,0,0,0,1984361,859846
621.wrf_s-6673B,baseline.8way,1.46,1.046594982078853,0.07315616623480656,0.9346807776319553,0,0.7319216852323535,0.2985465212775076 ,0.07991956463235954,1.040844824457642,67.65,135.4,80.09,20.508575,6.433135,4.84622,0,0,0,0,3159085,0.798492,0.873626,2203725,0.6975833192205971,0,0,0,0,0,0,0,0,2018399,880828
623.xalancbmk_s-10B,no,0.706,0.8022727272727272,-12.503992949065335,0,0,0,0.0 ,0.8367843544702579,0.5034202876142354,47.13,42,94.63,49.397315,22.67604,3.78135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623.xalancbmk_s-10B,baseline.1way,0.7728,0.8781818181818182,-6.291235164154573,0.9984033299250691,0,0.9972467370681667,0.7299620325703835 ,0.7898820114086764,0.6145408755986711,37.46,48.26,95.85,48.417025,12.243515,2.638235,0,0,0,0,7426481,0.483723,0.961823,3455212,0.4652556170277686,0,0,0,0,0,0,0,0,2860083,2096864
623.xalancbmk_s-10B,baseline.2way,0.9312,1.0581818181818181,-0.12920659119466893,0.9984617745684142,0,0.9802454909595233,0.8201745691444865 ,0.7969286402701777,0.7350460891161285,24.46,56.02,95.78,49.48267,1.896175,0.378415,0,0,0,0,7427225,0.85315,0.971396,6155287,0.8287465372329504,0,0,0,0,0,0,0,0,5069739,4248402
623.xalancbmk_s-10B,baseline.3way,0.9101,1.0342045454545454,0.03658565635030758,0.9984456515333765,0,0.9753963035202728,0.818310894872349 ,0.8156312973386144,0.8655178455360215,25.26,60.83,96.8,49.667245,1.617775,0.287255,0,0,0,0,7427430,0.866226,0.971754,6252106,0.8417589933530172,0,0,0,0,0,0,0,0,5149863,4327215
623.xalancbmk_s-10B,baseline.4way,0.88,1.0,0.0,0.998458788176004,0,0.9719437561033956,0.8152859950408883 ,0.7860535938951403,1.0,26.65,65.74,97.75,49.691875,1.67921,0.31669,0,0,0,0,7427504,0.866705,0.971721,6255414,0.8421959786221589,0,0,0,0,0,0,0,0,5152939,4329061
623.xalancbmk_s-10B,baseline.5way,0.8499,0.9657954545454546,-0.045441010951578424,0.9984542632357608,0,0.9684154233786793,0.812526478666758 ,0.7420602450065638,1.141358863189756,28.1,70.79,98.8,49.665585,1.755515,0.357665,0,0,0,0,7427583,0.866736,0.971713,6255648,0.8422185251918424,0,0,0,0,0,0,0,0,5152733,4329974
623.xalancbmk_s-10B,baseline.6way,0.8246,0.9370454545454545,-0.09957658660917931,0.9984520452773292,0,0.9642476940152426,0.8089436724269596 ,0.6812644192287772,1.2823795000384444,29.43,75.37,99.62,49.68875,1.84642,0.416505,0,0,0,0,7427608,0.866686,0.971757,6255593,0.8422082856284284,0,0,0,0,0,0,0,0,5152805,4329584
