Trace,Prefetcher,IPC,IPCI,L2C_Coverage,L2C_Accuracy,L2C_Overprediction,L2C_Timeliness,L2C_UsefulPF,LLC_DemandHit,DRAM_Traffic,L1D_average_miss_latency,L2C_average_miss_latency,LLC_average_miss_latency,L1-MPKI,L2-MPKI,MPKI,PCM_useful_prefetches,PCM_late_prefetches,PCM_coverage,PCM_accuracy,PCM_laterate,MT_hitrate,CT_hitrate,CT_accuracy,CT_accuratepf
PageRankDelta-24000M,latetpl3d2,0.7449,0.9861000794281176,0.013395590232814367,0.1960352387072633,0,0.9926387597928562,0.019173744334472664 ,0.050023126854941834,1.1015122532536916,87.9,131.1,75.4,42.31235,19.30625,18.003385,0,0,0,0,0,0.768142,0,0,0,614665
PageRankDelta-24000M,latetpl3d3,0.7432,0.9838496160974318,0.013644972143836127,0.17005131979472082,0,0.9931707164083143,0.01355478189479731 ,0.047966524690694075,1.1198583122177024,88.14,131.5,75.54,42.29402,19.30137,18.01648,0,0,0,0,0,0.832141,0,0,0,750003
PageRankDelta-24000M,latetpl3d4,0.7393,0.978686788456447,0.009282321786473893,0.15691581417370598,0,0.9937956473625968,0.010821087323714213 ,0.04744541502163938,1.1394334795044079,88.58,131.7,75.48,42.29592,19.38674,18.102565,0,0,0,0,0,0.868542,0,0,0,863839
PageRankDelta-24000M,latetpl3d5,0.7374,0.976171564733916,0.007537670466333953,0.1468258352953176,0,0.9933644968016441,0.008833928969365516 ,0.04623175577112047,1.1519820567060515,88.82,131.9,75.47,42.29927,19.42088,18.147235,0,0,0,0,0,0.892016,0,0,0,941224
Radii-24500M,latetpl2d1,0.5429,0.9725904693658187,0.04992289702448589,0.3972751186717266,0,0.9973685336528176,0.010397585709993919 ,0.019312731327232782,1.1570140733761898,41.82,120.3,94.14,94.800925,15.313395,15.018235,0,0,0,0,0,0.748942,0,0,0,235313
Radii-24500M,latetpl2d2,0.544,0.974561089215335,0.054664784305550516,0.30899505942405664,0,0.9978240866035183,0.005200073408287791 ,0.01894808944270052,1.172888462901248,41.7,120.4,94.16,94.814215,15.236965,14.949045,0,0,0,0,0,0.856393,0,0,0,298953
Radii-24500M,latetpl2d3,0.5438,0.974202794697241,0.05268501689564901,0.264928881923293,0,0.9979908696186001,0.0036026189348567876 ,0.019163691018731943,1.1877772752284739,41.8,120.5,94.27,94.81197,15.268875,14.977195,0,0,0,0,0,0.899428,0,0,0,338170
Radii-24500M,latetpl2d4,0.5434,0.9734862056610534,0.049602759141844345,0.24349641176646683,0,0.9982452806992054,0.002976569860160604 ,0.019465504869838657,1.2003363633246413,41.92,120.5,94.36,94.81089,15.318555,15.02143,0,0,0,0,0,0.922604,0,0,0,367451
Radii-24500M,latetpl2d5,0.5431,0.9729487638839126,0.04690702445177163,0.23290724791376016,0,0.9981322664780514,0.002668870202217117 ,0.019745958049867982,1.2097326564701771,42.02,120.6,94.43,94.80265,15.362005,15.05975,0,0,0,0,0,0.937096,0,0,0,388498
Radii-24500M,latetpl3d1,0.5428,0.9724113221067716,0.049745456260076044,0.3941396359406008,0,0.9976452204486018,0.01025233048822687 ,0.01951943335167104,1.1566218672083313,41.82,120.3,94.15,94.80671,15.316255,15.017965,0,0,0,0,0,0.74893,0,0,0,233808
Radii-24500M,latetpl3d2,0.5438,0.974202794697241,0.05438652492499871,0.30646836511786857,0,0.998130555039302,0.005149726463790006 ,0.019078885222754926,1.1730928934267095,41.7,120.4,94.16,94.815425,15.24145,14.95157,0,0,0,0,0,0.856384,0,0,0,298468
Radii-24500M,latetpl3d3,0.5437,0.974023647438194,0.05228701602023321,0.2625185325477407,0,0.9983767331755157,0.0035679566504909577 ,0.019271470617414597,1.1881593578399596,41.8,120.4,94.24,94.811505,15.27529,14.981985,0,0,0,0,0,0.89941,0,0,0,337919
Radii-24500M,latetpl3d4,0.5433,0.9733070584020064,0.04915946744194631,0.24203009853102175,0,0.9984922135205689,0.002956916646826266 ,0.019685628495809147,1.2005839006062704,41.92,120.5,94.35,94.79902,15.3257,15.02518,0,0,0,0,0,0.922586,0,0,0,367194
Radii-24500M,latetpl3d5,0.543,0.9727696166248656,0.046476451408063814,0.2316005447304537,0,0.9985549936086255,0.002654527966952479 ,0.019943489994074238,1.210080123050195,42.02,120.5,94.4,94.793405,15.368945,15.06369,0,0,0,0,0,0.937076,0,0,0,388449
Radii-25000M,latetpl2d1,0.2519,1.0092147435897436,0.0714045130097675,0.40627377908141565,0,0.8408186566257744,0.25567879835256585 ,0.011222232837361089,1.0834910672215643,139.2,153.5,104.8,56.432335,42.498635,41.30675,0,0,0,0,0,0.364196,0,0,0,2026466
Radii-25000M,latetpl2d2,0.251,1.0056089743589745,0.09020928483287202,0.3108208686767833,0,0.9010736645904973,0.17207242525545396 ,0.011497045260074888,1.1430397982169112,139.1,154.3,105.2,56.295,41.638005,40.630765,0,0,0,0,0,0.513669,0,0,0,3182933
Radii-25000M,latetpl2d3,0.2497,1.0004006410256412,0.09870281968882312,0.25418912444748903,0,0.9347509381068215,0.1306419239777134 ,0.011956036606928965,1.1958973671868305,139.6,154.8,105.5,56.28078,41.249285,40.383535,0,0,0,0,0,0.602379,0,0,0,4137022
Radii-25000M,latetpl2d4,0.2484,0.9951923076923078,0.103008472886599,0.21741416391935414,0,0.9518359100168341,0.10550854110101816 ,0.012171091259555431,1.244476661089926,140.2,155.3,105.9,56.264985,41.05223,40.274455,0,0,0,0,0,0.662921,0,0,0,4994578
Radii-25000M,latetpl2d5,0.2473,0.9907852564102564,0.10481328349346658,0.1914365711913801,0,0.9579541587935915,0.08856753637554904 ,0.012397852739332263,1.2887373424959625,141,155.8,106.4,56.26585,40.96963,40.22091,0,0,0,0,0,0.705819,0,0,0,5772314
Radii-25000M,latetpl3d1,0.2519,1.0092147435897436,0.07533718658212898,0.4127158351178819,0,0.8617735703789945,0.2712354199727534 ,0.011232084687311704,1.0840857717673311,138.9,153.6,104.8,56.372955,42.31865,41.1968,0,0,0,0,0,0.364074,0,0,0,2064481
Radii-25000M,latetpl3d2,0.2509,1.0052083333333335,0.09433183496907951,0.3123046735076102,0,0.9260375889525103,0.1799597939948817 ,0.011540798951683454,1.144639504385987,138.8,154.3,105.1,56.26256,41.44933,40.5632,0,0,0,0,0,0.513507,0,0,0,3224409
Radii-25000M,latetpl3d3,0.2495,0.999599358974359,0.10162493042138285,0.25328980258074946,0,0.9577340957489506,0.13456911395885246 ,0.01207038821662747,1.198175723364595,139.3,154.8,105.5,56.27428,41.11555,40.375185,0,0,0,0,0,0.602112,0,0,0,4180646
Radii-25000M,latetpl3d4,0.2483,0.9947916666666666,0.10481055224254819,0.2157968928417782,0,0.9666089453356936,0.10718090465116066 ,0.0123396585540859,1.2470112144597258,140.2,155.4,106,56.245335,40.969755,40.26915,0,0,0,0,0,0.662232,0,0,0,5041713
Radii-25000M,latetpl3d5,0.2471,0.9899839743589743,0.10651048281414985,0.1903325886594191,0,0.9686224005371046,0.08962576584837938 ,0.012372970767638256,1.2922161733035549,141,155.8,106.4,56.24302,40.891955,40.20248,0,0,0,0,0,0.706103,0,0,0,5837902
Triangle-25000M,latetpl2d1,0.4813,1.0050114846523284,0.08357555947103519,0.38474232470311664,0,0.9962483115634039,0.05851458986204019 ,0.11137163823828808,1.137090011166858,64.54,112.1,98.02,52.652125,16.85952,14.977135,0,0,0,0,0,0.723419,0,0,0,735053
Triangle-25000M,latetpl2d2,0.4826,1.007726038839006,0.09891849596661206,0.3331815509773136,0,0.9972761417795032,0.03281794431646533 ,0.10952771616685128,1.1726276717887418,63.8,112.4,98.18,52.669225,16.577255,14.757725,0,0,0,0,0,0.839529,0,0,0,950923
Triangle-25000M,latetpl2d3,0.4836,1.0098141574441428,0.10595358553117032,0.3062878506329547,0,0.9976653031159982,0.021063902079563757 ,0.10885806736669384,1.1751516962614617,63.4,112.5,98.12,52.672225,16.44783,14.65423,0,0,0,0,0,0.88696,0,0,0,992883
Triangle-25000M,latetpl2d4,0.4848,1.012319899770307,0.11411032140181056,0.29492914912841306,0,0.9977192102276164,0.015019641362018929 ,0.1066874895660457,1.1615658765983548,62.94,112.5,97.95,52.673125,16.29777,14.55616,0,0,0,0,0,0.912741,0,0,0,952917
Triangle-25000M,latetpl2d5,0.4841,1.0108582167467113,0.10900271320452475,0.2850062523199944,0,0.9977953374661661,0.012406925216277297 ,0.10827351497610012,1.1663481228668942,63.21,112.4,98.02,52.67246,16.391735,14.614275,0,0,0,0,0,0.928961,0,0,0,964442
Triangle-25000M,latetpl3d1,0.4812,1.0048026727918147,0.08329779777372097,0.3833953199533224,0,0.9969491790906632,0.058162600075971446 ,0.11129314681067128,1.1365794812915808,64.57,112.1,98.04,52.659305,16.86463,14.983915,0,0,0,0,0,0.723382,0,0,0,732685
Triangle-25000M,latetpl3d2,0.4833,1.0091877218626017,0.10420086030027072,0.33417100454212806,0,0.9977969984510654,0.031848322585697704 ,0.10772978147035134,1.1629876850002359,63.53,112.5,98.09,52.66605,16.480075,14.7017,0,0,0,0,0,0.839516,0,0,0,919613
Triangle-25000M,latetpl3d3,0.4836,1.0098141574441428,0.10600495242039967,0.3057070012132602,0,0.9980239652430789,0.020824952959421092 ,0.10859828953786384,1.1733159277142542,63.4,112.5,98.11,52.675105,16.446885,14.658185,0,0,0,0,0,0.886973,0,0,0,983301
Triangle-25000M,latetpl3d4,0.4846,1.0119022760492795,0.1136738387346025,0.2941539027546369,0,0.998170637473539,0.014874370933487948 ,0.10602036109161755,1.1615391390509744,63.01,112.6,97.98,52.670775,16.3058,14.57482,0,0,0,0,0,0.912744,0,0,0,945896
Triangle-25000M,latetpl3d5,0.4849,1.0125287116308206,0.11425545324756965,0.28808440569454424,0,0.9982803839597828,0.012002204279688367 ,0.10667630377136122,1.1540441326811468,62.92,112.5,97.9,52.66931,16.2951,14.55477,0,0,0,0,0,0.928949,0,0,0,922497
Average,latetpl2d1,0.6793,1.0144,0.0397,0.5455,0.0000,0.8653,0.1658,0.0407,1.1324,90.6558,132.5083,91.8058,55.4400,20.3287,18.8512,0.0000,0.0000,0.0000,0.0000,0.0000,0.5699,0.0000,0.0000,0.0000
Average,latetpl2d2,0.6817,1.0180,0.0506,0.5147,0.0000,0.9147,0.1021,0.0408,1.1923,90.7433,134.3750,92.7158,55.3141,20.0808,18.7041,0.0000,0.0000,0.0000,0.0000,0.0000,0.6843,0.0000,0.0000,0.0000
Average,latetpl2d3,0.6820,1.0184,0.0551,0.4990,0.0000,0.9418,0.0765,0.0408,1.2198,91.1025,135.6500,93.4183,55.2900,19.9831,18.6778,0.0000,0.0000,0.0000,0.0000,0.0000,0.7387,0.0000,0.0000,0.0000
Average,latetpl2d4,0.6819,1.0183,0.0578,0.4898,0.0000,0.9582,0.0619,0.0404,1.2317,91.5200,136.6667,93.9633,55.2591,19.9301,18.6808,0.0000,0.0000,0.0000,0.0000,0.0000,0.7714,0.0000,0.0000,0.0000
Average,latetpl2d5,0.6819,1.0183,0.0592,0.4835,0.0000,0.9714,0.0528,0.0406,1.2387,91.8308,137.4083,94.3458,55.2130,19.9029,18.6893,0.0000,0.0000,0.0000,0.0000,0.0000,0.7936,0.0000,0.0000,0.0000
Average,latetpl3d1,0.6808,1.0166,0.0425,0.5436,0.0000,0.8882,0.1759,0.0408,1.1325,90.5792,132.9583,91.9950,55.3742,20.2702,18.8403,0.0000,0.0000,0.0000,0.0000,0.0000,0.5700,0.0000,0.0000,0.0000
Average,latetpl3d2,0.6822,1.0188,0.0537,0.5135,0.0000,0.9368,0.1063,0.0408,1.1916,90.8767,135.1250,93.0850,55.2910,20.0162,18.7039,0.0000,0.0000,0.0000,0.0000,0.0000,0.6843,0.0000,0.0000,0.0000
Average,latetpl3d3,0.6824,1.0191,0.0577,0.4963,0.0000,0.9604,0.0785,0.0409,1.2189,91.4183,136.5833,93.9558,55.2605,19.9311,18.6849,0.0000,0.0000,0.0000,0.0000,0.0000,0.7386,0.0000,0.0000,0.0000
Average,latetpl3d4,0.6823,1.0189,0.0605,0.4867,0.0000,0.9774,0.0633,0.0404,1.2310,91.8392,137.6667,94.4983,55.2000,19.8771,18.6858,0.0000,0.0000,0.0000,0.0000,0.0000,0.7714,0.0000,0.0000,0.0000
Average,latetpl3d5,0.6823,1.0189,0.0618,0.4811,0.0000,0.9853,0.0534,0.0404,1.2368,92.0758,138.1917,94.7708,55.1673,19.8524,18.6825,0.0000,0.0000,0.0000,0.0000,0.0000,0.7934,0.0000,0.0000,0.0000
